"エクスポージャー群ID","正規エクスポージャーID","元エクスポージャーID","候補ID","取引手段ID","エクスポージャー名_日本語","エクスポージャー名_英語","資産クラス","リスク群","代替グループID","直接または代替","代替関係","取引手段種別","シンボル","取引所またはVenue","Broker","Gate状態","証拠信頼度","証拠ID一覧","取引手段差分メモ","P06追跡メモ","作成日時","更新日時"
"CLU-EXP-REBUILT-107","EXP-REBUILT-107","EXP-REBUILT-107","CAN-EXP-REBUILT-107-JP132-IBSJ","VEH-JP132","再構成候補 132","Rebuilt Candidate 132","不動産","再構成リスク群","PG-不動産","代替・研究のみ","P06以降でPrimary/Fallbackを判断","標準先物","JP132","NASDAQ","Interactive Brokers Securities Japan Inc.","研究のみ","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-108","EXP-REBUILT-108","EXP-REBUILT-108","CAN-EXP-REBUILT-108-JP133-IBSJ","VEH-JP133","再構成候補 133","Rebuilt Candidate 133","株価指数","再構成リスク群","PG-株価指数","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP133","CME","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-109","EXP-REBUILT-109","EXP-REBUILT-109","CAN-EXP-REBUILT-109-JP134-IBSJ","VEH-JP134","再構成候補 134","Rebuilt Candidate 134","金利・債券","再構成リスク群","PG-金利・債券","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP134","CBOT","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-110","EXP-REBUILT-110","EXP-REBUILT-110","CAN-EXP-REBUILT-110-JP135-IBSJ","VEH-JP135","再構成候補 135","Rebuilt Candidate 135","為替","再構成リスク群","PG-為替","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP135","NYMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-111","EXP-REBUILT-111","EXP-REBUILT-111","CAN-EXP-REBUILT-111-JP136-IBSJ","VEH-JP136","再構成候補 136","Rebuilt Candidate 136","エネルギー","再構成リスク群","PG-エネルギー","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP136","COMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-112","EXP-REBUILT-112","EXP-REBUILT-112","CAN-EXP-REBUILT-112-JP137-IBSJ","VEH-JP137","再構成候補 137","Rebuilt Candidate 137","環境・電力","再構成リスク群","PG-環境・電力","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP137","ICEUS","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-113","EXP-REBUILT-113","EXP-REBUILT-113","CAN-EXP-REBUILT-113-JP138-IBSJ","VEH-JP138","再構成候補 138","Rebuilt Candidate 138","金属","再構成リスク群","PG-金属","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP138","ICEEU","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-114","EXP-REBUILT-114","EXP-REBUILT-114","CAN-EXP-REBUILT-114-JP139-IBSJ","VEH-JP139","再構成候補 139","Rebuilt Candidate 139","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP139","OSE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-115","EXP-REBUILT-115","EXP-REBUILT-115","CAN-EXP-REBUILT-115-JP140-IBSJ","VEH-JP140","再構成候補 140","Rebuilt Candidate 140","畜産","再構成リスク群","PG-畜産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP140","TOCOM","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-116","EXP-REBUILT-116","EXP-REBUILT-116","CAN-EXP-REBUILT-116-JP141-IBSJ","VEH-JP141","再構成候補 141","Rebuilt Candidate 141","暗号資産","再構成リスク群","PG-暗号資産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP141","EUREX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-117","EXP-REBUILT-117","EXP-REBUILT-117","CAN-EXP-REBUILT-117-JP142-IBSJ","VEH-JP142","再構成候補 142","Rebuilt Candidate 142","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP142","SGX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-118","EXP-REBUILT-118","EXP-REBUILT-118","CAN-EXP-REBUILT-118-JP143-IBSJ","VEH-JP143","再構成候補 143","Rebuilt Candidate 143","ボラティリティ","再構成リスク群","PG-ボラティリティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP143","CFE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-119","EXP-REBUILT-119","EXP-REBUILT-119","CAN-EXP-REBUILT-119-JP144-IBSJ","VEH-JP144","再構成候補 144","Rebuilt Candidate 144","不動産","再構成リスク群","PG-不動産","代替・研究のみ","P06以降でPrimary/Fallbackを判断","標準先物","JP144","NASDAQ","Interactive Brokers Securities Japan Inc.","研究のみ","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-120","EXP-REBUILT-120","EXP-REBUILT-120","CAN-EXP-REBUILT-120-JP145-IBSJ","VEH-JP145","再構成候補 145","Rebuilt Candidate 145","株価指数","再構成リスク群","PG-株価指数","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP145","CME","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-121","EXP-REBUILT-121","EXP-REBUILT-121","CAN-EXP-REBUILT-121-JP146-IBSJ","VEH-JP146","再構成候補 146","Rebuilt Candidate 146","金利・債券","再構成リスク群","PG-金利・債券","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP146","CBOT","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-122","EXP-REBUILT-122","EXP-REBUILT-122","CAN-EXP-REBUILT-122-JP147-IBSJ","VEH-JP147","再構成候補 147","Rebuilt Candidate 147","為替","再構成リスク群","PG-為替","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP147","NYMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-123","EXP-REBUILT-123","EXP-REBUILT-123","CAN-EXP-REBUILT-123-JP148-IBSJ","VEH-JP148","再構成候補 148","Rebuilt Candidate 148","エネルギー","再構成リスク群","PG-エネルギー","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP148","COMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-124","EXP-REBUILT-124","EXP-REBUILT-124","CAN-EXP-REBUILT-124-JP149-IBSJ","VEH-JP149","再構成候補 149","Rebuilt Candidate 149","環境・電力","再構成リスク群","PG-環境・電力","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP149","ICEUS","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-125","EXP-REBUILT-125","EXP-REBUILT-125","CAN-EXP-REBUILT-125-JP150-IBSJ","VEH-JP150","再構成候補 150","Rebuilt Candidate 150","金属","再構成リスク群","PG-金属","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP150","ICEEU","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-126","EXP-REBUILT-126","EXP-REBUILT-126","CAN-EXP-REBUILT-126-JP151-IBSJ","VEH-JP151","再構成候補 151","Rebuilt Candidate 151","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP151","OSE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-127","EXP-REBUILT-127","EXP-REBUILT-127","CAN-EXP-REBUILT-127-JP152-IBSJ","VEH-JP152","再構成候補 152","Rebuilt Candidate 152","畜産","再構成リスク群","PG-畜産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP152","TOCOM","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-128","EXP-REBUILT-128","EXP-REBUILT-128","CAN-EXP-REBUILT-128-JP153-IBSJ","VEH-JP153","再構成候補 153","Rebuilt Candidate 153","暗号資産","再構成リスク群","PG-暗号資産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP153","EUREX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-129","EXP-REBUILT-129","EXP-REBUILT-129","CAN-EXP-REBUILT-129-JP154-IBSJ","VEH-JP154","再構成候補 154","Rebuilt Candidate 154","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP154","SGX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
