"候補ID","エクスポージャーID","取引手段ID","エクスポージャー名_日本語","エクスポージャー名_英語","資産クラス","リスク群","取引手段種別","シンボル","取引所またはVenue","Broker","Long可否","Short可否","API発注可否","API口座照会可否","日本居住者利用可否","取引時間","ティックサイズ","契約倍率","最小数量","受渡リスク","当初証拠金円","維持証拠金円","分足データ可否","リアルタイムデータ可否","証拠信頼度","証拠ID一覧","Gate状態","Gate理由","選定状態","レビューメモ","作成日時","更新日時"
"CAN-EXP-REBUILT-107-JP132-IBSJ","EXP-REBUILT-107","VEH-JP132","再構成候補 132","Rebuilt Candidate 132","不動産","再構成リスク群","標準先物","JP132","NASDAQ","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-108-JP133-IBSJ","EXP-REBUILT-108","VEH-JP133","再構成候補 133","Rebuilt Candidate 133","株価指数","再構成リスク群","標準先物","JP133","CME","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-109-JP134-IBSJ","EXP-REBUILT-109","VEH-JP134","再構成候補 134","Rebuilt Candidate 134","金利・債券","再構成リスク群","標準先物","JP134","CBOT","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-110-JP135-IBSJ","EXP-REBUILT-110","VEH-JP135","再構成候補 135","Rebuilt Candidate 135","為替","再構成リスク群","標準先物","JP135","NYMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-111-JP136-IBSJ","EXP-REBUILT-111","VEH-JP136","再構成候補 136","Rebuilt Candidate 136","エネルギー","再構成リスク群","標準先物","JP136","COMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-112-JP137-IBSJ","EXP-REBUILT-112","VEH-JP137","再構成候補 137","Rebuilt Candidate 137","環境・電力","再構成リスク群","標準先物","JP137","ICEUS","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-113-JP138-IBSJ","EXP-REBUILT-113","VEH-JP138","再構成候補 138","Rebuilt Candidate 138","金属","再構成リスク群","標準先物","JP138","ICEEU","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-114-JP139-IBSJ","EXP-REBUILT-114","VEH-JP139","再構成候補 139","Rebuilt Candidate 139","穀物・油糧種子","再構成リスク群","標準先物","JP139","OSE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-115-JP140-IBSJ","EXP-REBUILT-115","VEH-JP140","再構成候補 140","Rebuilt Candidate 140","畜産","再構成リスク群","標準先物","JP140","TOCOM","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-116-JP141-IBSJ","EXP-REBUILT-116","VEH-JP141","再構成候補 141","Rebuilt Candidate 141","暗号資産","再構成リスク群","標準先物","JP141","EUREX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-117-JP142-IBSJ","EXP-REBUILT-117","VEH-JP142","再構成候補 142","Rebuilt Candidate 142","ソフトコモディティ","再構成リスク群","標準先物","JP142","SGX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-118-JP143-IBSJ","EXP-REBUILT-118","VEH-JP143","再構成候補 143","Rebuilt Candidate 143","ボラティリティ","再構成リスク群","標準先物","JP143","CFE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-119-JP144-IBSJ","EXP-REBUILT-119","VEH-JP144","再構成候補 144","Rebuilt Candidate 144","不動産","再構成リスク群","標準先物","JP144","NASDAQ","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-120-JP145-IBSJ","EXP-REBUILT-120","VEH-JP145","再構成候補 145","Rebuilt Candidate 145","株価指数","再構成リスク群","標準先物","JP145","CME","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-121-JP146-IBSJ","EXP-REBUILT-121","VEH-JP146","再構成候補 146","Rebuilt Candidate 146","金利・債券","再構成リスク群","標準先物","JP146","CBOT","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-122-JP147-IBSJ","EXP-REBUILT-122","VEH-JP147","再構成候補 147","Rebuilt Candidate 147","為替","再構成リスク群","標準先物","JP147","NYMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-123-JP148-IBSJ","EXP-REBUILT-123","VEH-JP148","再構成候補 148","Rebuilt Candidate 148","エネルギー","再構成リスク群","標準先物","JP148","COMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-124-JP149-IBSJ","EXP-REBUILT-124","VEH-JP149","再構成候補 149","Rebuilt Candidate 149","環境・電力","再構成リスク群","標準先物","JP149","ICEUS","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-125-JP150-IBSJ","EXP-REBUILT-125","VEH-JP150","再構成候補 150","Rebuilt Candidate 150","金属","再構成リスク群","標準先物","JP150","ICEEU","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-126-JP151-IBSJ","EXP-REBUILT-126","VEH-JP151","再構成候補 151","Rebuilt Candidate 151","穀物・油糧種子","再構成リスク群","標準先物","JP151","OSE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-127-JP152-IBSJ","EXP-REBUILT-127","VEH-JP152","再構成候補 152","Rebuilt Candidate 152","畜産","再構成リスク群","標準先物","JP152","TOCOM","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-128-JP153-IBSJ","EXP-REBUILT-128","VEH-JP153","再構成候補 153","Rebuilt Candidate 153","暗号資産","再構成リスク群","標準先物","JP153","EUREX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-129-JP154-IBSJ","EXP-REBUILT-129","VEH-JP154","再構成候補 154","Rebuilt Candidate 154","ソフトコモディティ","再構成リスク群","標準先物","JP154","SGX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
